timestamp,cpu,memory_mb,power_mw
2024-10-30 22:12:01,260.4,8619.53125,49105.99596774193
2024-10-30 22:12:11,291.0,8243.28125,25567.94117647059
2024-10-30 22:12:22,152.6,7941.328125,7708.88888888889
2024-10-30 22:12:33,69.1,7886.78125,4822.647214854112
2024-10-30 22:12:44,63.2,7900.3125,5182.869565217391
2024-10-30 22:12:54,68.8,7912.34375,5035.200000000001
