timestamp,cpu,memory_mb,power_mw
2024-10-30 16:50:50,112.7,10132.75,16313.5
2024-10-30 16:51:01,112.0,10135.984375,17522.75
2024-10-30 16:51:11,120.4,10140.546875,17870.93129770992
2024-10-30 16:51:22,124.6,10141.078125,18931.042471042474
2024-10-30 16:51:33,108.5,9845.796875,16342.562674094708
2024-10-30 16:51:43,119.4,9846.203125,17353.66176470588
