timestamp,cpu,memory_mb,power_mw
2024-10-30 16:53:16,200.5,10265.859375,42128.77014925373
2024-10-30 16:53:27,198.9,10269.734375,14938.807453416148
2024-10-30 16:53:38,84.8,10269.9375,12383.454545454546
2024-10-30 16:53:48,83.0,10269.984375,12555.199999999999
2024-10-30 16:53:59,95.0,10270.578125,12621.353773584908
2024-10-30 16:54:10,83.9,10270.90625,11121.447963800903
